0.000000 -2.658859 -4.731784 -0.534332 -2.135157 4.560339 -1.763926 -2.362951 -6.189173 1.672611 7.156967 6.360619 0.625648 
6.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
7.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.850000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.900000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
8.950000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.000000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.050000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.100000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.150000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.200000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.250000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.300000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.350000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.400000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.450000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.500000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.550000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.600000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.650000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.700000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.750000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.800000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
9.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
10.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
11.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
12.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
13.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
14.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.151000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.201000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.251000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.301000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.351000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.401000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.451000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.501000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.551000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.601000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.651000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.701000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.751000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.801000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.851000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.901000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
15.951000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.001000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.051000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
16.101000 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
